entrées;horodatage;id_erp;Nom;geo_point_2d
44;2023-12-31T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;
5;2022-04-10T15:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
14;2024-01-02T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;
24;2022-04-14T15:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
64;2024-01-02T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;
5;2022-04-14T21:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
3;2017-12-20T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
31;2024-01-03T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;
4;2022-04-15T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
2;2017-12-23T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
26;2024-01-03T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;
2;2022-04-15T14:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
2;2017-12-25T14:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
33;2024-01-07T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;
5;2022-04-15T18:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
43;2016-09-18T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
16;2024-01-07T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;
40;2022-04-19T17:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
27;2017-12-28T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
1;2024-01-09T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;
97;2022-04-20T17:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
8;2018-01-02T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
8;2024-01-12T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;
28;2022-04-21T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
29;2018-01-03T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
4;2024-01-12T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;
12;2022-04-22T12:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
19;2018-01-04T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
53;2024-01-14T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;
3;2022-04-24T12:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
23;2018-01-05T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
19;2024-01-15T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;
10;2022-04-24T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
17;2016-09-24T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
41;2024-01-15T19:00:00+01:00;E-234-00939;HOTEL GROSLOT;
26;2022-04-27T17:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
6;2016-09-24T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
11;2024-01-16T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;
12;2022-05-03T22:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
4;2016-10-01T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
20;2024-01-18T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;
5;2022-05-06T18:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
4;2016-10-09T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
7;2024-01-20T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;
11;2022-05-07T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
4;2016-10-14T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
37;2024-01-21T13:00:00+01:00;E-234-00939;HOTEL GROSLOT;
2;2022-05-07T19:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
3;2016-10-21T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
67;2022-07-02T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
1;2022-05-10T14:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
9;2018-01-10T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
11;2024-01-25T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;
6;2022-05-11T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
3;2016-10-27T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
102;2022-07-03T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2022-05-11T15:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
9;2018-01-13T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
31;2022-07-05T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
11;2022-05-14T19:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
6;2018-01-13T19:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
24;2022-07-07T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2022-05-15T13:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
10;2018-01-15T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
29;2022-07-07T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2022-05-15T15:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
40;2018-01-16T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
58;2022-07-09T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2022-05-17T16:00:00+02:00;E-234-00799;MUSEUM D'ORLEANS;
3;2018-01-19T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
74;2022-07-10T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
16;2020-07-06T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2018-01-20T14:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
74;2022-07-10T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
91;2020-07-07T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2018-01-23T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
39;2022-07-14T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
30;2020-07-10T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
1;2018-01-23T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
59;2022-07-16T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
78;2020-07-15T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2018-01-26T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
2;2022-07-17T10:00:00+02:00;;PARC FLORAL DE LA SOURCE;
32;2020-07-17T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2016-12-01T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
70;2022-07-17T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
104;2020-07-17T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
14;2016-12-03T15:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
21;2022-07-18T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
102;2020-07-19T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2018-02-01T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
3;2022-07-19T11:00:00+02:00;;PARC FLORAL DE LA SOURCE;
42;2020-07-20T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2016-12-10T17:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
36;2022-07-19T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2020-07-20T20:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2016-12-16T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
4;2022-07-19T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
32;2020-07-21T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
100;2018-02-13T21:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
4;2022-07-20T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
61;2020-07-22T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
11;2016-12-29T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
39;2022-07-22T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
131;2020-07-22T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2018-02-20T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
23;2022-07-22T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
22;2020-07-23T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2018-02-21T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
56;2022-07-24T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
76;2020-07-24T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2017-01-08T15:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
3;2022-07-24T20:00:00+02:00;;PARC FLORAL DE LA SOURCE;
81;2020-07-28T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
13;2018-02-25T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
6;2022-07-25T11:00:00+02:00;;PARC FLORAL DE LA SOURCE;
84;2020-07-28T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
24;2018-02-25T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
37;2022-07-25T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
147;2020-07-28T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2018-02-26T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
111;2022-07-27T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
55;2020-07-29T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2018-02-27T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
44;2022-07-27T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
53;2020-07-31T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2018-03-01T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
47;2022-07-27T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
38;2020-08-01T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2017-01-24T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
108;2022-07-27T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
71;2020-08-02T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2018-03-07T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
2;2022-07-28T10:00:00+02:00;;PARC FLORAL DE LA SOURCE;
42;2020-08-03T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2018-03-11T14:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
63;2022-07-28T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
93;2020-08-05T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
12;2018-03-11T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
82;2022-07-28T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
93;2020-08-05T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
5;2017-02-14T18:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
2;2022-07-28T22:00:00+02:00;;PARC FLORAL DE LA SOURCE;
63;2020-08-06T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2018-03-14T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
93;2022-07-29T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
10;2020-08-07T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
59;2018-03-15T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
43;2022-07-29T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
37;2020-08-09T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
20;2018-03-21T20:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
64;2022-07-30T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
48;2020-08-11T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2018-03-23T16:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
99;2022-07-30T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
4;2023-05-26T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
59;2018-03-24T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
64;2022-07-30T20:00:00+02:00;;PARC FLORAL DE LA SOURCE;
27;2020-08-13T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
32;2018-03-25T19:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
165;2022-07-30T21:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2023-05-30T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
14;2018-03-26T16:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
100;2022-08-03T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
37;2020-08-25T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2017-03-05T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
59;2022-08-03T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
1;2023-06-02T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
4;2018-03-26T19:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
33;2022-08-03T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
20;2020-08-28T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
13;2017-03-05T17:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
27;2022-08-03T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2023-06-09T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
27;2018-03-31T15:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
3;2022-08-04T21:00:00+02:00;;PARC FLORAL DE LA SOURCE;
20;2020-09-01T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
14;2017-03-19T15:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
24;2022-08-05T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
14;2023-06-10T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
56;2018-04-02T16:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
2;2022-08-05T20:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2020-09-04T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2017-03-24T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
66;2022-08-07T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2023-06-11T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
11;2018-04-03T17:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
64;2022-08-07T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2023-06-13T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
2;2017-03-25T18:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
3;2022-08-08T23:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2023-06-14T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
2;2018-04-04T13:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
83;2022-08-09T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2023-06-14T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
4;2017-04-08T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
22;2022-08-11T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
14;2023-06-14T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
17;2018-04-06T17:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
2;2022-08-12T11:00:00+02:00;;PARC FLORAL DE LA SOURCE;
1;2023-06-15T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
6;2017-04-11T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
26;2022-08-12T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2023-06-15T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
62;2018-04-07T17:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
73;2022-08-13T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2023-06-16T17:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
8;2017-04-13T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
47;2022-08-16T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2023-06-17T14:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
17;2018-04-09T13:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
138;2022-08-18T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
18;2023-06-17T17:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
13;2017-04-14T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
2;2022-08-19T11:00:00+02:00;;PARC FLORAL DE LA SOURCE;
11;2020-09-10T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2018-04-12T15:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
112;2022-08-20T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2023-06-25T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
8;2017-04-16T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
36;2022-08-21T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
39;2020-09-12T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
9;2018-04-13T12:00:00+02:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
21;2022-08-22T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
13;2023-07-01T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
13;2017-04-18T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
63;2022-08-22T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2020-09-15T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2018-02-18T17:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
58;2022-08-23T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2023-07-08T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
1;2018-02-23T18:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
43;2022-08-24T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
19;2020-09-16T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
8;2018-02-24T17:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
2;2022-08-25T10:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2023-07-13T17:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
14;2018-10-28T14:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
43;2022-08-25T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
15;2020-09-18T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
15;2018-03-03T16:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
34;2022-08-26T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
13;2023-07-13T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
9;2018-03-04T18:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
32;2022-08-27T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
12;2020-09-24T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
24;2018-10-30T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
39;2022-08-27T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
20;2023-07-19T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
39;2018-10-30T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
38;2022-08-28T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
1;2020-09-28T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
5;2018-03-13T15:00:00+01:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
45;2022-08-29T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2023-07-20T14:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
15;2018-10-30T18:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
16;2022-08-30T13:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2020-10-06T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
31;2018-11-03T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
95;2022-08-31T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
18;2023-07-27T19:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
40;2018-03-31T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
22;2022-09-02T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
7;2020-10-07T14:00:00+02:00;;PARC FLORAL DE LA SOURCE;
133;2018-11-03T17:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
59;2022-09-03T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
9;2023-08-02T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
42;2018-11-04T11:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
28;2022-09-03T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
10;2020-10-12T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
3;2018-04-03T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
54;2022-09-04T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
12;2023-08-05T14:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
51;2018-11-04T12:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
85;2022-09-04T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
61;2020-10-17T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
2;2018-04-05T17:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
12;2022-09-05T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
31;2023-08-08T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
4;2018-11-06T15:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
12;2022-09-05T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
95;2020-10-18T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
14;2018-04-08T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
15;2022-09-06T18:00:00+02:00;;PARC FLORAL DE LA SOURCE;
39;2023-08-10T13:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
5;2018-04-12T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
12;2022-09-07T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2020-10-20T16:00:00+02:00;;PARC FLORAL DE LA SOURCE;
15;2018-11-10T13:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
13;2022-09-09T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
31;2024-04-06T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
4;2018-04-19T17:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
12;2022-09-10T12:00:00+02:00;;PARC FLORAL DE LA SOURCE;
22;2024-04-09T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
31;2018-11-11T14:00:00+01:00;E-234-00939;HOTEL GROSLOT;47.90276999918217, 1.9082339994163935
14;2022-09-15T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
33;2020-10-24T15:00:00+02:00;;PARC FLORAL DE LA SOURCE;
6;2018-04-22T18:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
20;2022-09-15T17:00:00+02:00;;PARC FLORAL DE LA SOURCE;
34;2024-04-20T16:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;
5;2018-04-25T12:00:00+02:00;E-234-03489;MAISON DE JEANNE D'ARC;47.901061136559804, 1.9024447246276541
12;2022-09-21T19:00:00+02:00;;PARC FLORAL DE LA SOURCE;
25;2020-10-25T17:00:00+01:00;;PARC FLORAL DE LA SOURCE;
